tweet_text
"RT @DundalkFC: Full Time FH 2-2 Dundalk, Dundalk qualify to the next round of the UEFA Champions League!"
"RT @DundalkFC: Full Time FH 2-2 Dundalk, Dundalk qualify to the next round of the UEFA Champions League!"
@brooughy26 @AstonVillaMedia Birmingham I guess once won the League Cup and little Fulham UEFA Cup final + Ipswich Historically Bobby Robson
Liverpool fined by UEFA for Europa League final crowd trouble #liverpool https://t.co/vuC4Xesdl9
